Region,Data_Date,Month_Day_MonthName,Month,Campaign,Clicks,Impr,Unique Impr,Current_Code,Cost,Click_Conversions,View_Conversion,CPC,CPA,Channel,Funnel_Stage
Washington,2025-06-10,10 - 10 - June,June 2025,[SG] DTP | Washington | TOF,0,741,40,USD,27.72,0,0,0,0,Slynd DTP Display StackAapt,TOF
Massachusetts,2025-06-10,10 - 10 - June,June 2025,[SG] Massachusetts | TOF,2,1173,782,USD,6.51,0,0,3.255,0,Slynd DTC Display StackAapt,TOF
Kentucky,2025-06-10,10 - 10 - June,June 2025,[SG] DTP |  Kentucky | TOF,0,595,25,USD,23.3,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maryland,2025-06-10,10 - 10 - June,June 2025,[SG] Maryland | BOF | Web RT,0,1015,104,USD,6.59,4,4,0,1.6475,Slynd DTC Display StackAapt,BOF
Arizona,2025-06-10,10 - 10 - June,June 2025,[SG] DTP |  Arizona | TOF,0,285,21,USD,10.39,0,0,0,0,Slynd DTP Display StackAapt,TOF
Georgia,2025-06-10,10 - 10 - June,June 2025,[SG] DTP | Georgia | TOF,0,199,36,USD,7.31,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-06-10,10 - 10 - June,June 2025,[SG] California | TOF,2,2226,1530,USD,13.05,0,0,6.525,0,Slynd DTC Display StackAapt,TOF
Tennessee,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,0,353,243,USD,2.07,0,0,0,0,Unkown,TOF
Kentucky,2025-06-10,10 - 10 - June,June 2025,[SG] Kentucky | TOF,8,7710,3126,USD,52.66,3,3,6.5825,17.55333333,Slynd DTC Display StackAapt,TOF
Oklahoma,2025-06-10,10 - 10 - June,June 2025,[SG] DTC Skewed | TOF,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,TOF
New York,2025-06-10,10 - 10 - June,June 2025,[SG] New York | TOF,11,28227,16789,USD,159.43,3,3,14.49363636,53.14333333,Slynd DTC Display StackAapt,TOF
Kentucky,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,2,198,133,USD,1.16,0,0,0.58,0,Unkown,TOF
Nebraska,2025-06-10,10 - 10 - June,June 2025,[SG] Nebraska | BOF | Web RT,0,1748,81,USD,11.04,0,0,0,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-06-10,10 - 10 - June,June 2025,[SG] Tennessee | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
Florida,2025-06-10,10 - 10 - June,June 2025,[SG] Florida | TOF,0,0,0,USD,0,3,3,0,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-06-10,10 - 10 - June,June 2025,[SG] DTP Focused | TOF,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-06-10,10 - 10 - June,June 2025,[SG] DTC Skewed | TOF,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,TOF
Arkansas,2025-06-10,10 - 10 - June,June 2025,[SG] Arkansas | BOF | Web RT,0,1932,208,USD,16.36,1,1,0,16.36,Slynd DTC Display StackAapt,BOF
Florida,2025-06-10,10 - 10 - June,June 2025,[SG] DTP |  Florida | TOF,1,435,66,USD,16.24,0,0,16.24,0,Slynd DTP Display StackAapt,TOF
Connecticut,2025-06-10,10 - 10 - June,June 2025,[SG] Connecticut | BOF | Web RT,0,1627,100,USD,10.09,1,1,0,10.09,Slynd DTC Display StackAapt,BOF
New York,2025-06-10,10 - 10 - June,June 2025,[SG] New York | BOF | Web RT,0,0,0,USD,0,3,3,0,0,Slynd DTC Video StackAapt,BOF
Washington,2025-06-10,10 - 10 - June,June 2025,[SG] Washington | TOF,4,3271,1517,USD,18.17,1,1,4.5425,18.17,Slynd DTC Display StackAapt,TOF
California,2025-06-10,10 - 10 - June,June 2025,[SG] DTP |  California | TOF,1,1069,99,USD,42.23,0,0,42.23,0,Slynd DTP Display StackAapt,TOF
Tennessee,2025-06-10,10 - 10 - June,June 2025,[SG] Tennessee | TOF,0,0,0,USD,0,2,2,0,0,Slynd DTC Video StackAapt,TOF
Kentucky,2025-06-10,10 - 10 - June,June 2025,[SG] Kentucky | TOF,0,0,0,USD,0,2,2,0,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-06-10,10 - 10 - June,June 2025,[SG] DTP | Louisiana | TOF,0,165,18,USD,6.19,0,0,0,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,0,81,56,USD,0.47,0,0,0,0,Unkown,TOF
Maryland,2025-06-10,10 - 10 - June,June 2025,[SG] Maryland | TOF,0,1297,808,USD,7.57,1,1,0,7.57,Slynd DTC Display StackAapt,TOF
Missouri,2025-06-10,10 - 10 - June,June 2025,[SG] Missouri | TOF,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,TOF
Indiana,2025-06-10,10 - 10 - June,June 2025,[SG] DTP |  Indiana | TOF,0,189,24,USD,7.26,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-06-10,10 - 10 - June,June 2025,[SG] California | BOF | Web RT,0,2054,173,USD,13.53,1,1,0,13.53,Slynd DTC Display StackAapt,BOF
Delaware,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,1,62,53,USD,0.36,0,0,0.36,0,Unkown,TOF
North Carolina,2025-06-10,10 - 10 - June,June 2025,[SG] North Carolina | BOF | Web RT,0,1518,117,USD,9.75,2,2,0,4.875,Slynd DTC Display StackAapt,BOF
Virginia,2025-06-10,10 - 10 - June,June 2025,[SG] Virginia | TOF,0,1302,832,USD,7.39,0,0,0,0,Slynd DTC Display StackAapt,TOF
Virginia,2025-06-10,10 - 10 - June,June 2025,[SG] Virginia | BOF | Web RT,0,1051,85,USD,6.68,2,2,0,3.34,Slynd DTC Display StackAapt,BOF
Maryland,2025-06-10,10 - 10 - June,June 2025,[SG] DTP | Maryland | TOF,0,494,21,USD,19.65,0,0,0,0,Slynd DTP Display StackAapt,TOF
Illinois,2025-06-10,10 - 10 - June,June 2025,[SG] DTP | Illinois | TOF,1,2057,53,USD,80.07,0,0,80.07,0,Slynd DTP Display StackAapt,TOF
Florida,2025-06-10,10 - 10 - June,June 2025,[SG] Florida | TOF,0,0,0,USD,0,3,3,0,0,Slynd DTC Video StackAapt,TOF
Colorado,2025-06-10,10 - 10 - June,June 2025,[SG] Colorado | BOF | Web RT,0,1233,69,USD,7.87,0,0,0,0,Slynd DTC Display StackAapt,BOF
North Carolina,2025-06-10,10 - 10 - June,June 2025,[SG] North Carolina | TOF,2,1767,1221,USD,10.1,1,1,5.05,10.1,Slynd DTC Display StackAapt,TOF
Oklahoma,2025-06-10,10 - 10 - June,June 2025,[SG] DTP | Oklahoma | TOF,0,252,14,USD,9.7,0,0,0,0,Slynd DTP Display StackAapt,TOF
South Carolina,2025-06-10,10 - 10 - June,June 2025,[SG] South Carolina | BOF | Web RT,3,2465,145,USD,15.71,2,2,5.236666667,7.855,Slynd DTC Display StackAapt,BOF
Louisiana,2025-06-10,10 - 10 - June,June 2025,[SG] Louisiana | TOF,0,1967,999,USD,11.23,1,1,0,11.23,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,3,371,269,USD,2.18,0,0,0.726666667,0,Unkown,TOF
Georgia,2025-06-10,10 - 10 - June,June 2025,[SG] Georgia | TOF,1,1335,953,USD,7.58,0,0,7.58,0,Slynd DTC Display StackAapt,TOF
Ohio,2025-06-10,10 - 10 - June,June 2025,[SG] Ohio | BOF | Web RT,0,0,0,USD,0,3,3,0,0,Slynd DTC Video StackAapt,BOF
Oklahoma,2025-06-10,10 - 10 - June,June 2025,[SG] Oklahoma | TOF,2,1938,843,USD,11.29,1,1,5.645,11.29,Slynd DTC Display StackAapt,TOF
North Carolina,2025-06-10,10 - 10 - June,June 2025,[SG] DTP Skewed | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
California,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,10,2613,1532,USD,15.26,0,0,1.526,0,Unkown,TOF
Ohio,2025-06-10,10 - 10 - June,June 2025,[SG] Ohio | BOF | Web RT,3,3770,310,USD,24,5,5,8,4.8,Slynd DTC Display StackAapt,BOF
New York,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,6,943,649,USD,5.53,1,1,0.921666667,5.53,Unkown,TOF
Ohio,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,0,411,284,USD,2.4,0,0,0,0,Unkown,TOF
Texas,2025-06-10,10 - 10 - June,June 2025,[SG] Texas | BOF | Web RT,2,1322,150,USD,8.68,2,2,4.34,4.34,Slynd DTC Display StackAapt,BOF
New Jersey,2025-06-10,10 - 10 - June,June 2025,[SG] New Jersey | TOF,0,0,0,USD,0,3,3,0,0,Slynd DTC Display StackAapt,TOF
Delaware,2025-06-10,10 - 10 - June,June 2025,[SG] Delaware | TOF,3,1941,788,USD,11.38,0,0,3.793333333,0,Slynd DTC Display StackAapt,TOF
New Jersey,2025-06-10,10 - 10 - June,June 2025,[SG] New Jersey | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
Delaware,2025-06-10,10 - 10 - June,June 2025,[SG] DTP | Delaware | TOF,0,82,5,USD,3.07,0,0,0,0,Slynd DTP Display StackAapt,TOF
Missouri,2025-06-10,10 - 10 - June,June 2025,[SG] Missouri | TOF,7,7643,2979,USD,50.52,1,1,7.217142857,50.52,Slynd DTC Display StackAapt,TOF
Delaware,2025-06-10,10 - 10 - June,June 2025,[SG] Delaware | BOF | Web RT,1,1255,143,USD,10.91,0,0,10.91,0,Slynd DTC Display StackAapt,BOF
Pennsylvania,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,4,574,403,USD,3.36,0,0,0.84,0,Unkown,TOF
Tennessee,2025-06-10,10 - 10 - June,June 2025,[SG] Tennessee | TOF,1,1512,703,USD,8.9,3,3,8.9,2.966666667,Slynd DTC Display StackAapt,TOF
Georgia,2025-06-10,10 - 10 - June,June 2025,[SG] Georgia | BOF | Web RT,0,1114,125,USD,7.27,0,0,0,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-06-10,10 - 10 - June,June 2025,[SG] DTP |  Tennessee | TOF,0,314,24,USD,12.12,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-06-10,10 - 10 - June,June 2025,[SG] Indiana | BOF | Web RT,3,3575,232,USD,22.99,0,0,7.663333333,0,Slynd DTC Display StackAapt,BOF
South Carolina,2025-06-10,10 - 10 - June,June 2025,[SG] DTP |  South Carolina | TOF,1,768,25,USD,28.71,0,0,28.71,0,Slynd DTP Display StackAapt,TOF
Arizona,2025-06-10,10 - 10 - June,June 2025,[SG] Arizona | TOF,2,1218,635,USD,8.47,1,0,4.235,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,1,140,111,USD,0.82,0,0,0.82,0,Unkown,TOF
Oklahoma,2025-06-10,10 - 10 - June,June 2025,[SG] 31 States | TOF,2,200,135,USD,1.17,0,0,0.585,0,Unkown,TOF
California,2025-06-11,11 - 11 - June,June 2025,[SG] California | TOF,2,2136,1562,USD,13.06,0,0,6.53,0,Slynd DTC Display StackAapt,TOF
Georgia,2025-06-11,11 - 11 - June,June 2025,[SG] Georgia | BOF | Web RT,2,1244,117,USD,8.04,1,1,4.02,8.04,Slynd DTC Display StackAapt,BOF
Florida,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,8,1164,743,USD,6.82,0,0,0.8525,0,Unkown,TOF
North Carolina,2025-06-11,11 - 11 - June,June 2025,[SG] North Carolina | BOF | Web RT,1,1665,134,USD,10.61,0,0,10.61,0,Slynd DTC Display StackAapt,BOF
California,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  California | TOF,1,1060,80,USD,42.22,0,0,42.22,0,Slynd DTP Display StackAapt,TOF
Kansas,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,0,155,88,USD,0.91,0,0,0,0,Unkown,TOF
Maine,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Maine | TOF,0,93,7,USD,3.64,0,0,0,0,Slynd DTP Display StackAapt,TOF
New Jersey,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,2,486,295,USD,2.85,0,0,1.425,0,Unkown,TOF
Georgia,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,3,566,354,USD,3.32,0,0,1.106666667,0,Unkown,TOF
Florida,2025-06-11,11 - 11 - June,June 2025,[SG] Florida | TOF,0,0,0,USD,0,1,1,0,0,Slynd DTC Display StackAapt,TOF
Connecticut,2025-06-11,11 - 11 - June,June 2025,[SG] Connecticut | TOF,0,2028,843,USD,11.35,0,0,0,0,Slynd DTC Display StackAapt,TOF
New York,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,3,990,667,USD,5.81,0,0,1.936666667,0,Unkown,TOF
Pennsylvania,2025-06-11,11 - 11 - June,June 2025,[SG] Pennsylvania | BOF | Web RT,1,1384,152,USD,9.07,0,0,9.07,0,Slynd DTC Display StackAapt,BOF
Missouri,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,1,294,186,USD,1.72,0,0,1.72,0,Unkown,TOF
Pennsylvania,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,7,686,446,USD,4.02,0,0,0.574285714,0,Unkown,TOF
Ohio,2025-06-11,11 - 11 - June,June 2025,[SG] Ohio | BOF | Web RT,4,4453,334,USD,28.43,1,1,7.1075,28.43,Slynd DTC Display StackAapt,BOF
Texas,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Texas | TOF,0,224,54,USD,8.25,0,0,0,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-06-11,11 - 11 - June,June 2025,[SG] Ohio | TOF,8,5495,2282,USD,27.85,2,2,3.48125,13.925,Slynd DTC Display StackAapt,TOF
Washington,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Washington | TOF,0,737,26,USD,28.22,0,0,0,0,Slynd DTP Display StackAapt,TOF
Virginia,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Virginia | TOF,1,325,37,USD,12.36,0,0,12.36,0,Slynd DTP Display StackAapt,TOF
Kentucky,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,1,251,161,USD,1.47,0,0,1.47,0,Unkown,TOF
Massachusetts,2025-06-11,11 - 11 - June,June 2025,[SG] Massachusetts | TOF,0,1062,628,USD,6.52,0,0,0,0,Slynd DTC Display StackAapt,TOF
Louisiana,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Louisiana | TOF,0,168,23,USD,6.39,0,0,0,0,Slynd DTP Display StackAapt,TOF
Washington,2025-06-11,11 - 11 - June,June 2025,[SG] DTP Skewed | BOF | Web RT,0,0,0,USD,0,0,0,0,0,Slynd DTC Video StackAapt,BOF
South Carolina,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,0,233,144,USD,1.36,0,0,0,0,Unkown,TOF
North Carolina,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | North Carolina | TOF,0,218,33,USD,7.98,0,0,0,0,Slynd DTP Display StackAapt,TOF
Missouri,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Missouri | TOF,0,790,31,USD,29.89,0,0,0,0,Slynd DTP Display StackAapt,TOF
Oklahoma,2025-06-11,11 - 11 - June,June 2025,[SG] Oklahoma | BOF | Web RT,1,1622,83,USD,10.33,0,0,10.33,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-06-11,11 - 11 - June,June 2025,[SG] Tennessee | TOF,1,1508,712,USD,8.9,0,0,8.9,0,Slynd DTC Display StackAapt,TOF
California,2025-06-11,11 - 11 - June,June 2025,[SG] California | BOF | Web RT,0,1790,161,USD,11.9,0,0,0,0,Slynd DTC Display StackAapt,BOF
Washington,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,5,393,211,USD,2.31,0,0,0.462,0,Unkown,TOF
Colorado,2025-06-11,11 - 11 - June,June 2025,[SG] Colorado | BOF | Web RT,1,1049,86,USD,6.78,1,0,6.78,0,Slynd DTC Display StackAapt,BOF
Missouri,2025-06-11,11 - 11 - June,June 2025,[SG] Missouri | BOF | Web RT,4,6106,538,USD,52.46,0,0,13.115,0,Slynd DTC Display StackAapt,BOF
Connecticut,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,2,167,108,USD,0.98,0,0,0.49,0,Unkown,TOF
Maryland,2025-06-11,11 - 11 - June,June 2025,[SG] Maryland | BOF | Web RT,1,1042,82,USD,6.77,0,0,6.77,0,Slynd DTC Display StackAapt,BOF
Arkansas,2025-06-11,11 - 11 - June,June 2025,[SG] Arkansas | BOF | Web RT,0,2004,140,USD,16.96,0,0,0,0,Slynd DTC Display StackAapt,BOF
Massachusetts,2025-06-11,11 - 11 - June,June 2025,[SG] Massachusetts | BOF | Web RT,0,947,74,USD,6.16,1,1,0,6.16,Slynd DTC Display StackAapt,BOF
South Carolina,2025-06-11,11 - 11 - June,June 2025,[SG] South Carolina | BOF | Web RT,0,2462,111,USD,15.8,0,0,0,0,Slynd DTC Display StackAapt,BOF
Connecticut,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Connecticut | TOF,0,164,10,USD,6.24,0,0,0,0,Slynd DTP Display StackAapt,TOF
Delaware,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,2,55,35,USD,0.32,0,0,0.16,0,Unkown,TOF
Tennessee,2025-06-11,11 - 11 - June,June 2025,[SG] Tennessee | BOF | Web RT,1,1534,111,USD,9.86,1,1,9.86,9.86,Slynd DTC Display StackAapt,BOF
Colorado,2025-06-11,11 - 11 - June,June 2025,[SG] Colorado | TOF,2,1268,760,USD,7.59,1,1,3.795,7.59,Slynd DTC Display StackAapt,TOF
Washington,2025-06-11,11 - 11 - June,June 2025,[SG] DTP Skewed | TOF,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,TOF
New Jersey,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  New Jersey | TOF,0,911,44,USD,33.7,0,0,0,0,Slynd DTP Display StackAapt,TOF
Illinois,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Illinois | TOF,0,1968,43,USD,76.96,0,0,0,0,Slynd DTP Display StackAapt,TOF
South Carolina,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  South Carolina | TOF,2,775,21,USD,29.42,0,0,14.71,0,Slynd DTP Display StackAapt,TOF
Illinois,2025-06-11,11 - 11 - June,June 2025,[SG] Illinois | TOF,33,29004,16005,USD,159.08,1,1,4.820606061,159.08,Slynd DTC Display StackAapt,TOF
California,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,7,1881,1196,USD,10.97,0,0,1.567142857,0,Unkown,TOF
Arkansas,2025-06-11,11 - 11 - June,June 2025,[SG] Arkansas | TOF,4,3010,1095,USD,18.13,0,0,4.5325,0,Slynd DTC Display StackAapt,TOF
South Dakota,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | South Dakota | TOF,0,45,2,USD,1.73,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,5,439,247,USD,2.58,0,0,0.516,0,Unkown,TOF
Georgia,2025-06-11,11 - 11 - June,June 2025,[SG] Georgia | TOF,1,1300,845,USD,7.59,0,0,7.59,0,Slynd DTC Display StackAapt,TOF
Louisiana,2025-06-11,11 - 11 - June,June 2025,[SG] Louisiana | BOF | Web RT,0,1857,135,USD,12.02,1,1,0,12.02,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-06-11,11 - 11 - June,June 2025,[SG] Oklahoma | TOF,2,1928,851,USD,11.3,0,0,5.65,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,3,200,125,USD,1.18,0,0,0.393333333,0,Unkown,TOF
Georgia,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Georgia | TOF,1,201,25,USD,7.43,0,0,7.43,0,Slynd DTP Display StackAapt,TOF
Illinois,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,3,517,358,USD,3.03,0,0,1.01,0,Unkown,TOF
Tennessee,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Tennessee | TOF,1,309,30,USD,11.46,0,0,11.46,0,Slynd DTP Display StackAapt,TOF
Texas,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,2,837,581,USD,4.88,0,0,2.44,0,Unkown,TOF
Kansas,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Kansas | TOF,0,269,8,USD,10.04,0,0,0,0,Slynd DTP Display StackAapt,TOF
Connecticut,2025-06-11,11 - 11 - June,June 2025,[SG] Connecticut | BOF | Web RT,0,1834,85,USD,11.82,0,0,0,0,Slynd DTC Display StackAapt,BOF
Washington,2025-06-11,11 - 11 - June,June 2025,[SG] Washington | TOF,2,3313,1547,USD,18.43,0,0,9.215,0,Slynd DTC Display StackAapt,TOF
North Carolina,2025-06-11,11 - 11 - June,June 2025,[SG] North Carolina | TOF,1,1685,1119,USD,10.08,0,0,10.08,0,Slynd DTC Display StackAapt,TOF
Delaware,2025-06-11,11 - 11 - June,June 2025,[SG] Delaware | BOF | Web RT,0,1124,123,USD,9.86,0,0,0,0,Slynd DTC Display StackAapt,BOF
Kentucky,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Kentucky | TOF,0,594,26,USD,22.87,0,0,0,0,Slynd DTP Display StackAapt,TOF
Texas,2025-06-11,11 - 11 - June,June 2025,[SG] Texas | BOF | Web RT,1,1161,120,USD,7.65,1,1,7.65,7.65,Slynd DTC Display StackAapt,BOF
Colorado,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Colorado | TOF,0,524,22,USD,20.53,0,0,0,0,Slynd DTP Display StackAapt,TOF
Louisiana,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,3,272,180,USD,1.59,0,0,0.53,0,Unkown,TOF
Arizona,2025-06-11,11 - 11 - June,June 2025,[SG] Arizona | TOF,1,1257,690,USD,8.47,0,0,8.47,0,Slynd DTC Display StackAapt,TOF
Ohio,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,4,649,391,USD,3.79,0,0,0.9475,0,Unkown,TOF
North Carolina,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,0,573,367,USD,3.37,0,0,0,0,Unkown,TOF
South Dakota,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,1,37,26,USD,0.22,0,0,0.22,0,Unkown,TOF
Iowa,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,2,105,73,USD,0.61,0,0,0.305,0,Unkown,TOF
Maryland,2025-06-11,11 - 11 - June,June 2025,[SG] Maryland | TOF,1,1338,649,USD,7.62,0,0,7.62,0,Slynd DTC Display StackAapt,TOF
Delaware,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Delaware | TOF,0,64,8,USD,2.33,0,0,0,0,Slynd DTP Display StackAapt,TOF
New York,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  New York | TOF,0,1983,101,USD,76.52,0,0,0,0,Slynd DTP Display StackAapt,TOF
Delaware,2025-06-11,11 - 11 - June,June 2025,[SG] Delaware | TOF,6,1796,813,USD,10.27,0,0,1.711666667,0,Slynd DTC Display StackAapt,TOF
Maine,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,1,50,40,USD,0.29,0,0,0.29,0,Unkown,TOF
Arizona,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,2,279,177,USD,1.63,0,0,0.815,0,Unkown,TOF
Nebraska,2025-06-11,11 - 11 - June,June 2025,[SG] Nebraska | TOF,0,1771,641,USD,10.04,0,0,0,0,Slynd DTC Display StackAapt,TOF
Florida,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Florida | TOF,0,442,53,USD,16.52,0,0,0,0,Slynd DTP Display StackAapt,TOF
New York,2025-06-11,11 - 11 - June,June 2025,[SG] New York | TOF,16,31263,19324,USD,171.56,2,2,10.7225,85.78,Slynd DTC Display StackAapt,TOF
Oklahoma,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,1,246,156,USD,1.44,0,0,1.44,0,Unkown,TOF
Virginia,2025-06-11,11 - 11 - June,June 2025,[SG] Virginia | BOF | Web RT,2,1159,101,USD,7.63,0,0,3.815,0,Slynd DTC Display StackAapt,BOF
Arizona,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Arizona | TOF,0,297,27,USD,10.94,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arizona,2025-06-11,11 - 11 - June,June 2025,[SG] Arizona | BOF | Web RT,2,1022,138,USD,8.61,0,0,4.305,0,Slynd DTC Display StackAapt,BOF
Iowa,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Iowa | TOF,0,390,15,USD,15.25,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-06-11,11 - 11 - June,June 2025,[SG] Indiana | BOF | Web RT,1,3580,197,USD,23.16,1,1,23.16,23.16,Slynd DTC Display StackAapt,BOF
Pennsylvania,2025-06-11,11 - 11 - June,June 2025,[SG] Pennsylvania | TOF,1,1624,1012,USD,9.78,0,0,9.78,0,Slynd DTC Display StackAapt,TOF
Washington,2025-06-11,11 - 11 - June,June 2025,[SG] Washington | BOF | Web RT,0,2523,108,USD,16.38,2,1,0,16.38,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Oklahoma | TOF,1,257,24,USD,9.78,0,0,9.78,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,0,87,56,USD,0.51,0,0,0,0,Unkown,TOF
Pennsylvania,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Pennsylvania | TOF,1,1269,61,USD,48.35,0,0,48.35,0,Slynd DTP Display StackAapt,TOF
Tennessee,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,2,419,245,USD,2.45,0,0,1.225,0,Unkown,TOF
Massachusetts,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Massachusetts | TOF,0,712,15,USD,26.83,0,0,0,0,Slynd DTP Display StackAapt,TOF
Texas,2025-06-11,11 - 11 - June,June 2025,[SG] Texas | TOF,0,1340,860,USD,8.38,0,0,0,0,Slynd DTC Display StackAapt,TOF
Indiana,2025-06-11,11 - 11 - June,June 2025,[SG] Indiana | TOF,2,3860,1646,USD,22.49,0,0,11.245,0,Slynd DTC Display StackAapt,TOF
Kentucky,2025-06-11,11 - 11 - June,June 2025,[SG] Kentucky | BOF | Web RT,3,7091,562,USD,59.96,0,0,19.98666667,0,Slynd DTC Display StackAapt,BOF
New York,2025-06-11,11 - 11 - June,June 2025,[SG] New York | BOF | Web RT,12,29832,1674,USD,194.87,2,2,16.23916667,97.435,Slynd DTC Display StackAapt,BOF
Maryland,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,3,231,152,USD,1.36,0,0,0.453333333,0,Unkown,TOF
Illinois,2025-06-11,11 - 11 - June,June 2025,[SG] Illinois | BOF | Web RT,12,19459,1112,USD,120.2,0,0,10.01666667,0,Slynd DTC Display StackAapt,BOF
Arkansas,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Arkansas | TOF,0,207,19,USD,7.91,0,0,0,0,Slynd DTP Display StackAapt,TOF
